Date,Open*,High,Low,Close**,Volume,Market Cap
12-Mar-20,7913.62,7929.12,4860.35,4970.79,53980357243.00,90804613601.00
13-Mar-20,5017.83,5838.11,4106.98,5563.71,74156772075.00,101644613038.00
14-Mar-20,5573.08,5625.23,5125.07,5200.37,36154506008.00,95014981944.00
15-Mar-20,5201.07,5836.65,5169.28,5392.31,33997889639.00,98530059890.00
16-Mar-20,5385.23,5385.23,4575.36,5014.48,45368026430.00,91633478850.00
17-Mar-20,5002.58,5371.35,4981.91,5225.63,38622642935.00,95499941183.00
18-Mar-20,5227.11,5331.83,5069.34,5238.44,37878801016.00,95740715529.00
19-Mar-20,5245.42,6329.74,5236.97,6191.19,51000731797.00,113162079956.00
20-Mar-20,6191.65,6844.26,5865.78,6198.78,54442976103.00,113309245860.00
21-Mar-20,6206.52,6378.14,5932.82,6185.07,42494390880.00,113068192795.00
22-Mar-20,6185.56,6359.70,5823.71,5830.25,40099664740.00,106591196069.00
23-Mar-20,5831.37,6443.93,5785.00,6416.31,46491916000.00,117314776187.00
24-Mar-20,6436.64,6789.02,6411.07,6734.80,48221910672.00,123148917787.00
25-Mar-20,6738.72,6892.51,6536.93,6681.06,44590107888.00,122174009143.00
26-Mar-20,6675.17,6735.46,6590.96,6716.44,35319797642.00,122834375216.00
27-Mar-20,6719.39,6793.84,6466.70,6469.80,34585598367.00,118336082172.00
28-Mar-20,6467.25,6467.50,6117.84,6242.19,34885225901.00,114183689641.00
29-Mar-20,6245.62,6250.47,5920.09,5922.04,28373690931.00,108338520156.00
30-Mar-20,5925.54,6517.20,5903.23,6429.84,37101651525.00,117640143688.00
31-Mar-20,6430.61,6504.52,6374.16,6438.64,32786468812.00,117814077267.00
01-Apr-20,6437.32,6612.57,6202.37,6606.78,40346426266.00,120903014693.00
02-Apr-20,6606.78,7088.25,6595.92,6793.62,47660646124.00,124335130640.00
03-Apr-20,6797.40,7003.22,6673.34,6733.39,38976504903.00,123244051100.00
04-Apr-20,6738.38,6878.95,6696.48,6867.53,33185988584.00,125712834530.00
05-Apr-20,6862.54,6883.41,6715.93,6791.13,29510409856.00,124328853512.00
06-Apr-20,6788.05,7271.78,6782.89,7271.78,46896904615.00,133140400948.00
07-Apr-20,7273.64,7427.94,7136.71,7176.41,44243482668.00,131409299432.00
08-Apr-20,7179.28,7356.22,7153.31,7334.10,37563249549.00,134309895036.00
09-Apr-20,7337.97,7341.45,7179.09,7302.09,34815139178.00,133737857010.00
10-Apr-20,7303.82,7303.82,6802.47,6865.49,43622840992.00,125755496117.00
11-Apr-20,6867.44,6926.07,6789.92,6859.08,31222085946.00,125651623116.00
12-Apr-20,6858.07,7119.95,6811.08,6971.09,35759567632.00,127716846208.00
13-Apr-20,6965.62,6965.62,6668.26,6845.04,38619308647.00,125422221237.00
14-Apr-20,6843.28,6958.56,6793.82,6842.43,34110434052.00,125388687977.00
15-Apr-20,6845.56,6928.66,6633.40,6642.11,32288311031.00,121731940639.00
16-Apr-20,6640.45,7134.45,6555.50,7116.80,46783242377.00,130445413270.00
17-Apr-20,7116.55,7167.18,7050.33,7096.18,32513423567.00,130078472088.00
18-Apr-20,7092.29,7269.96,7089.25,7257.66,32447188386.00,133053136876.00
19-Apr-20,7260.92,7280.52,7167.05,7189.42,31311210215.00,131815853850.00
20-Apr-20,7186.87,7240.29,6835.50,6881.96,37747113936.00,126192239912.00
21-Apr-20,6879.78,6934.55,6834.44,6880.32,32589741511.00,126175238603.00
22-Apr-20,6879.44,7145.87,6867.78,7117.21,33249153866.00,130530916077.00
23-Apr-20,7121.31,7491.78,7081.59,7429.72,43500782316.00,136275638031.00
24-Apr-20,7434.18,7574.20,7434.18,7550.90,34636526286.00,138512029491.00
25-Apr-20,7550.48,7641.36,7521.67,7569.94,32941541447.00,138874072264.00
26-Apr-20,7570.14,7700.59,7561.41,7679.87,33070154491.00,140903867573.00
27-Apr-20,7679.42,7795.60,7679.42,7795.60,36162144725.00,143040988590.00
28-Apr-20,7796.97,7814.53,7730.81,7807.06,33187959921.00,143266252261.00
29-Apr-20,7806.71,8871.75,7786.05,8801.04,60201052203.00,161522471385.00
30-Apr-20,8797.67,9440.65,8533.26,8658.55,66964629541.00,158922133909.00
01-May-20,8672.78,9048.02,8667.76,8864.77,44068389997.00,162722652380.00
02-May-20,8869.06,9007.19,8811.37,8988.60,40134388683.00,165012307600.00
03-May-20,8983.61,9167.78,8830.97,8897.47,47101785174.00,163358189151.00
04-May-20,8895.74,8956.91,8645.02,8912.65,45718796276.00,163654493632.00
05-May-20,8912.83,9062.41,8856.83,9003.07,43148462663.00,165332488792.00
06-May-20,9007.44,9411.47,8966.71,9268.76,49371886931.00,170229620935.00
07-May-20,9261.90,9992.66,9138.32,9951.52,61112700562.00,182787376637.00
08-May-20,9936.16,9996.74,9767.17,9842.67,51780748042.00,180804859844.00
09-May-20,9840.91,9913.86,9580.64,9593.90,46566121841.00,176251395673.00
10-May-20,9591.17,9595.58,8395.11,8756.43,63325279337.00,160884755211.00
11-May-20,8755.54,9033.47,8374.32,8601.80,57119858802.00,158059235276.00
12-May-20,8610.39,8949.90,8569.64,8804.48,42142717533.00,161791577301.00
13-May-20,8805.39,9317.88,8805.39,9269.99,45558144023.00,170352710071.00
14-May-20,9271.33,9793.27,9255.03,9733.72,56426907637.00,178881641547.00
15-May-20,9734.29,9755.83,9261.40,9328.20,48158802327.00,171436341789.00
16-May-20,9333.24,9564.20,9260.69,9377.01,36164766408.00,172340956579.00
17-May-20,9374.93,9823.00,9349.55,9670.74,40084250663.00,177745404470.00
18-May-20,9675.69,9906.03,9570.36,9726.57,41827139896.00,178779483464.00
19-May-20,9727.06,9836.05,9539.62,9729.04,39254288955.00,178831635026.00
20-May-20,9725.33,9804.79,9447.20,9522.98,36546239703.00,175050963475.00
21-May-20,9522.74,9555.24,8869.93,9081.76,39326160532.00,166947987864.00
22-May-20,9080.33,9232.94,9008.64,9182.58,29810773699.00,168807619957.00
23-May-20,9185.06,9302.50,9118.11,9209.29,27727866812.00,169305492440.00
24-May-20,9212.28,9288.40,8787.25,8790.37,32518803300.00,161610414643.00
25-May-20,8786.11,8951.01,8719.67,8906.93,31288157264.00,163760453116.00
26-May-20,8909.59,8991.97,8757.29,8835.05,29584186947.00,162445535235.00
27-May-20,8837.38,9203.32,8834.16,9181.02,32740536902.00,168814700531.00
28-May-20,9184.94,9546.32,9148.46,9525.75,34367073114.00,175161235290.00
29-May-20,9528.36,9573.67,9379.34,9439.12,32896642044.00,173575756364.00
30-May-20,9438.91,9704.03,9366.73,9700.41,32722975141.00,178390129758.00
31-May-20,9700.11,9700.34,9432.30,9461.06,27773290299.00,173997151930.00
01-Jun-20,9463.61,10199.56,9450.90,10167.27,35198901068.00,186993405740.00
02-Jun-20,10162.97,10182.34,9460.57,9529.80,39137252109.00,175277218229.00
03-Jun-20,9533.76,9682.86,9471.85,9656.72,25007459262.00,177619631126.00
04-Jun-20,9655.85,9887.61,9525.25,9800.64,25921805072.00,180276153545.00
05-Jun-20,9800.22,9869.24,9663.22,9665.53,23509628646.00,177801825145.00
06-Jun-20,9664.90,9773.43,9591.02,9653.68,20438419222.00,177595657884.00
07-Jun-20,9653.00,9768.50,9458.15,9758.85,25015250846.00,179540253701.00
08-Jun-20,9760.06,9782.31,9675.89,9771.49,21486346312.00,179782576534.00
09-Jun-20,9774.36,9836.37,9664.72,9795.70,23717842783.00,180237817527.00
10-Jun-20,9794.12,9908.90,9728.29,9870.09,25706567601.00,181616765438.00
11-Jun-20,9870.08,9938.30,9263.07,9321.78,30247143440.00,171538133043.00
12-Jun-20,9320.69,9540.47,9285.85,9480.84,22610564515.00,174474896922.00
13-Jun-20,9480.74,9493.21,9396.01,9475.28,17564322315.00,174381819725.00
14-Jun-20,9477.55,9482.27,9347.59,9386.79,18991732746.00,172763239787.00
15-Jun-20,9386.04,9504.86,8990.18,9450.70,26699704768.00,173947607772.00
16-Jun-20,9454.27,9579.43,9400.45,9538.02,21565537209.00,175563963385.00
17-Jun-20,9533.78,9540.42,9327.34,9480.26,20177709879.00,174508805561.00
18-Jun-20,9481.57,9482.78,9328.40,9411.84,17770083003.00,173256688664.00
19-Jun-20,9410.29,9440.88,9274.30,9288.02,19632223107.00,170985625732.00
20-Jun-20,9290.96,9394.97,9247.38,9332.34,17130541557.00,171809438651.00
21-Jun-20,9330.93,9401.11,9300.43,9303.63,15324301169.00,171289415079.00
22-Jun-20,9300.92,9655.07,9296.87,9648.72,21104009514.00,177651397437.00
23-Jun-20,9644.08,9670.54,9547.25,9629.66,17006433272.00,177310052079.00
24-Jun-20,9632.15,9680.37,9278.23,9313.61,18961716076.00,171498781280.00
25-Jun-20,9314.13,9340.16,9095.32,9264.81,18616048626.00,170608289504.00
26-Jun-20,9260.99,9310.52,9101.74,9162.92,18341465837.00,168741367622.00
27-Jun-20,9167.82,9207.81,8998.22,9045.39,17273093144.00,166584831506.00
28-Jun-20,9048.46,9197.55,8975.53,9143.58,14560870760.00,168401806137.00
29-Jun-20,9140.03,9237.57,9041.88,9190.85,16460547078.00,169280659246.00
30-Jun-20,9185.58,9217.84,9084.84,9137.99,15735797744.00,168315606321.00
01-Jul-20,9145.99,9309.75,9104.73,9228.33,15971550355.00,169988756578.00
02-Jul-20,9231.14,9274.96,9036.62,9123.41,16338916796.00,168065586387.00
03-Jul-20,9124.84,9202.34,9058.79,9087.30,13078970999.00,167409720388.00
04-Jul-20,9084.23,9183.30,9053.63,9132.49,12290528515.00,168251076678.00
05-Jul-20,9126.09,9162.18,8977.02,9073.94,12903406143.00,167181726154.00
06-Jul-20,9072.85,9375.47,9058.66,9375.47,17889263252.00,172746103840.00
07-Jul-20,9349.16,9360.62,9201.82,9252.28,13839652595.00,170485472276.00
08-Jul-20,9253.02,9450.34,9249.50,9428.33,19702359883.00,173738543115.00
09-Jul-20,9427.99,9431.38,9235.00,9277.97,18000702524.00,170977231638.00
10-Jul-20,9273.36,9287.47,9118.00,9278.81,16860035605.00,171001933827.00
11-Jul-20,9277.51,9293.53,9199.49,9240.35,13249910444.00,170302234778.00
12-Jul-20,9241.06,9319.42,9197.45,9276.50,14452361907.00,170977422928.00
13-Jul-20,9277.20,9306.40,9224.29,9243.61,17519821266.00,170379677119.00
14-Jul-20,9238.70,9283.84,9171.66,9243.21,18085038362.00,170380670525.00
15-Jul-20,9241.90,9275.33,9171.93,9192.84,15844731575.00,169460074576.00
16-Jul-20,9191.98,9214.31,9088.95,9132.23,15713967523.00,168350501976.00
17-Jul-20,9131.81,9182.25,9089.20,9151.39,13944570750.00,168710427574.00
18-Jul-20,9151.18,9230.98,9100.82,9159.04,12252601475.00,168858972269.00
19-Jul-20,9158.01,9201.40,9097.63,9185.82,12939002784.00,169360219986.00
20-Jul-20,9187.22,9214.27,9137.51,9164.23,13755604146.00,168970262859.00
21-Jul-20,9162.51,9407.26,9149.39,9374.89,18069581956.00,172861732402.00
22-Jul-20,9375.08,9530.52,9319.65,9525.36,16532254884.00,175644844408.00
23-Jul-20,9527.14,9610.25,9483.00,9581.07,18146399002.00,176680237480.00
24-Jul-20,9585.51,9623.34,9481.45,9536.89,16552768325.00,175875016548.00
25-Jul-20,9539.49,9704.56,9530.21,9677.11,16610070933.00,178469614078.00
26-Jul-20,9680.23,10023.81,9652.85,9905.17,20507998997.00,182685328095.00
27-Jul-20,9905.22,11298.22,9903.97,10990.87,35359749590.00,202719581737.00
28-Jul-20,11017.46,11204.33,10632.63,10912.82,28766551142.00,201290022193.00
29-Jul-20,10912.95,11304.40,10856.14,11100.47,24617249715.00,204761455133.00
30-Jul-20,11099.83,11169.36,10895.46,11111.21,22857247901.00,204969047788.00
31-Jul-20,11110.21,11415.86,10987.05,11323.47,23160469766.00,208895308529.00
01-Aug-20,11322.57,11794.78,11239.68,11759.59,26075670303.00,216950669098.00
02-Aug-20,11758.76,12034.14,11018.13,11053.61,27410067336.00,203936136730.00
03-Aug-20,11043.77,11453.08,11012.41,11246.35,20271713443.00,207503423456.00
04-Aug-20,11246.20,11385.38,11094.15,11205.89,21250197042.00,206767135617.00
05-Aug-20,11203.82,11786.62,11158.29,11747.02,24411254471.00,216761492406.00
06-Aug-20,11749.87,11902.34,11598.71,11779.77,23400740340.00,217377233001.00
07-Aug-20,11778.89,11898.04,11408.59,11601.47,23132312867.00,214097928028.00
08-Aug-20,11604.55,11800.06,11558.43,11754.05,17572057837.00,216924147851.00
09-Aug-20,11737.33,11806.06,11548.78,11675.74,17489608833.00,215490364255.00
10-Aug-20,11662.26,12045.14,11662.26,11878.11,26114112569.00,219235405395.00
11-Aug-20,11881.65,11932.71,11195.71,11410.53,27039782640.00,210616121945.00
12-Aug-20,11404.60,11748.40,11249.61,11584.93,25064548486.00,213846666475.00
13-Aug-20,11588.41,11796.40,11216.87,11784.14,27522199497.00,217534728413.00
14-Aug-20,11772.66,12150.99,11685.46,11768.87,24237958589.00,217265120503.00
15-Aug-20,11768.70,11963.20,11768.70,11865.70,23354924400.00,219064372745.00
16-Aug-20,11866.69,11934.90,11737.19,11892.80,20583375490.00,219576092170.00
17-Aug-20,11895.66,12359.06,11806.70,12254.40,28227687027.00,226261747567.00
18-Aug-20,12251.90,12335.71,11954.53,11991.23,26043227672.00,221413097553.00
19-Aug-20,11990.88,12028.92,11687.33,11758.28,24502851117.00,217122068305.00
20-Aug-20,11761.50,11900.41,11710.06,11878.37,20175242945.00,219350310326.00
21-Aug-20,11878.03,11899.26,11564.98,11592.49,23762425999.00,214082401861.00
22-Aug-20,11585.48,11689.41,11448.81,11681.83,20224191306.00,215742068895.00
23-Aug-20,11679.70,11713.43,11559.92,11664.85,18482062658.00,215439967321.00
24-Aug-20,11663.69,11807.63,11623.25,11774.60,20681511755.00,217477962650.00
25-Aug-20,11773.59,11778.30,11189.85,11366.14,26301509932.00,209942744481.00
26-Aug-20,11366.89,11530.05,11296.99,11488.36,22466660958.00,212210534428.00
27-Aug-20,11485.61,11570.79,11185.94,11323.40,23240415076.00,209172436817.00
28-Aug-20,11325.30,11545.62,11316.42,11542.50,19807127588.00,213231661583.00
29-Aug-20,11541.05,11585.64,11466.29,11506.87,17485597759.00,212583870983.00
30-Aug-20,11508.71,11715.26,11492.38,11711.51,19760127945.00,216373660045.00
31-Aug-20,11713.31,11768.88,11598.32,11680.82,22285928250.00,215817677822.00
01-Sep-20,11679.32,12067.08,11601.13,11970.48,27311555343.00,221181001607.00
02-Sep-20,11964.82,11964.82,11290.79,11414.03,28037405299.00,210909793681.00
03-Sep-20,11407.19,11443.02,10182.47,10245.30,31927261555.00,189322069063.00
04-Sep-20,10230.37,10663.92,10207.94,10511.81,29965130374.00,194255818704.00
05-Sep-20,10512.53,10581.57,9946.68,10169.57,44916565292.00,187940141276.00
06-Sep-20,10167.22,10353.93,10056.89,10280.35,37071460174.00,189997214393.00
07-Sep-20,10281.00,10399.15,9916.49,10369.56,33703098409.00,191657203885.00
08-Sep-20,10369.31,10414.78,9945.11,10131.52,33430927462.00,187267336728.00
09-Sep-20,10134.15,10350.54,10017.25,10242.35,24128292755.00,189325507175.00
10-Sep-20,10242.33,10503.91,10238.14,10363.14,54406443211.00,191568387062.00
11-Sep-20,10369.03,10434.92,10140.84,10400.91,45201121775.00,192275791669.00
12-Sep-20,10409.86,10578.84,10292.39,10442.17,36750077324.00,193049493277.00
13-Sep-20,10452.40,10577.22,10224.33,10323.76,36506852789.00,190870759062.00
14-Sep-20,10328.73,10800.01,10266.01,10680.84,35453581940.00,197484272947.00
15-Sep-20,10677.75,10938.63,10656.46,10796.95,32509451925.00,199641896762.00
16-Sep-20,10797.76,11100.12,10704.88,10974.90,30769986455.00,202942925722.00
17-Sep-20,10973.25,11037.42,10774.63,10948.99,38151810523.00,202475761712.00
18-Sep-20,10951.82,11034.91,10829.66,10944.59,26341903912.00,202405809881.00
19-Sep-20,10933.75,11134.09,10909.62,11094.35,22764204008.00,205185696336.00
20-Sep-20,11095.87,11095.87,10814.48,10938.27,24699523788.00,202308927892.00
21-Sep-20,10934.93,10988.30,10380.26,10462.26,28884999244.00,193514327128.00
22-Sep-20,10459.62,10568.08,10382.73,10538.46,23621787804.00,194932197947.00
23-Sep-20,10535.49,10537.83,10197.86,10246.19,23788661867.00,189529920746.00
24-Sep-20,10248.79,10771.06,10231.49,10760.07,47144380902.00,199045623654.00
25-Sep-20,10761.11,10777.70,10578.91,10692.72,39348590957.00,197809986226.00
26-Sep-20,10695.58,10773.00,10667.28,10750.72,46852525493.00,198893019774.00
27-Sep-20,10746.89,10803.98,10622.92,10775.27,53745972818.00,199357967523.00
28-Sep-20,10776.61,10945.35,10703.89,10709.65,47762394731.00,198154065044.00
29-Sep-20,10709.65,10860.00,10649.50,10844.64,46582396602.00,200660083839.00
30-Sep-20,10843.87,10847.26,10669.32,10784.49,44171073700.00,199556965504.00
01-Oct-20,10795.25,10933.62,10472.36,10619.45,40023134100.00,196512086756.00
02-Oct-20,10619.82,10657.84,10416.69,10575.98,48661453918.00,195716085732.00
03-Oct-20,10575.10,10598.94,10511.13,10549.33,44660271563.00,195233191301.00
04-Oct-20,10550.44,10686.00,10534.39,10669.58,71251776995.00,197468899357.00
05-Oct-20,10676.53,10793.51,10634.60,10793.34,47537578009.00,199769602128.00
06-Oct-20,10796.31,10797.58,10528.89,10604.41,42623695307.00,196281911458.00
07-Oct-20,10603.36,10680.51,10562.51,10668.97,37799458436.00,197485816055.00
08-Oct-20,10669.37,10945.74,10562.61,10915.69,63314794397.00,202064144550.00
09-Oct-20,10927.91,11102.67,10846.85,11064.46,22799117613.00,204827451843.00
10-Oct-20,11059.14,11442.21,11056.94,11296.36,22877978588.00,209130239495.00
11-Oct-20,11296.08,11428.81,11288.63,11384.18,19968627060.00,210766812992.00
12-Oct-20,11392.64,11698.47,11240.69,11555.36,26163972642.00,213950143824.00
13-Oct-20,11548.72,11548.98,11321.22,11425.90,24241420251.00,211565586739.00
14-Oct-20,11429.05,11539.98,11307.83,11429.51,24103426719.00,211643390713.00
15-Oct-20,11426.60,11569.91,11303.60,11495.35,24487233058.00,212873103428.00
16-Oct-20,11502.83,11540.06,11223.01,11322.12,25635480772.00,209676088344.00
17-Oct-20,11322.12,11386.26,11285.35,11358.10,19130430174.00,210353665235.00
18-Oct-20,11355.98,11483.36,11347.58,11483.36,18283314340.00,212682581771.00
19-Oct-20,11495.04,11799.09,11408.29,11742.04,23860769928.00,217482407293.00
20-Oct-20,11745.97,11999.92,11681.48,11916.34,30915821592.00,220721282865.00
21-Oct-20,11913.08,13184.57,11900.93,12823.69,43414712626.00,237532386963.00
22-Oct-20,12801.64,13161.59,12717.09,12965.89,34729759598.00,240166387522.00
23-Oct-20,12971.55,13015.96,12752.65,12931.54,28974975003.00,239557562148.00
24-Oct-20,12931.57,13145.07,12885.75,13108.06,24542317940.00,242839876186.00
25-Oct-20,13108.06,13329.18,12910.06,13031.17,24406920575.00,241425217440.00
26-Oct-20,13031.20,13225.30,12822.38,13075.25,29461458313.00,242250997936.00
27-Oct-20,13075.24,13759.67,13060.84,13654.22,33749878156.00,252985946390.00
28-Oct-20,13654.21,13837.70,12932.25,13271.29,35867318895.00,245899824465.00
29-Oct-20,13271.30,13612.05,12980.06,13437.88,56499499598.00,248995322466.00
30-Oct-20,13437.87,13651.52,13136.20,13546.52,30581485201.00,251018154920.00
31-Oct-20,13546.53,14028.21,13457.53,13780.99,30306464719.00,255372071116.00
01-Nov-20,13780.99,13862.03,13628.38,13737.11,24453857900.00,254569759063.00
02-Nov-20,13737.03,13808.32,13243.16,13550.49,30771455468.00,251119864445.00
03-Nov-20,13550.45,13984.98,13325.44,13950.30,29869951617.00,258541441764.00
04-Nov-20,13950.49,14218.77,13580.47,14133.71,35116364962.00,261954213176.00
05-Nov-20,14133.73,15706.40,14102.09,15579.85,40856321439.00,288771509681.00
06-Nov-20,15579.73,15903.44,15226.84,15565.88,39837841971.00,288526920960.00
07-Nov-20,15565.88,15737.10,14423.20,14833.75,35024953706.00,274970333140.00
08-Nov-20,14833.75,15637.32,14744.11,15479.57,26632075029.00,286955182899.00
09-Nov-20,15479.60,15785.14,14865.53,15332.32,34149115566.00,284236108837.00
10-Nov-20,15332.35,15450.33,15124.96,15290.90,25574938143.00,283468380961.00
11-Nov-20,15290.91,15916.26,15290.01,15701.34,29772374934.00,291077214052.00
12-Nov-20,15701.30,16305.00,15534.77,16276.34,34175758344.00,301736853825.00
13-Nov-20,16276.44,16463.18,15992.15,16317.81,31599492172.00,302505533181.00
14-Nov-20,16317.81,16317.81,15749.19,16068.14,27481710135.00,297877068423.00
15-Nov-20,16068.14,16123.11,15793.53,15955.59,23653867583.00,295790551598.00
16-Nov-20,15955.58,16816.18,15880.71,16716.11,31526766675.00,309889423249.00
17-Nov-20,16685.69,17782.92,16564.54,17645.41,39006849170.00,327257094857.00
18-Nov-20,17645.19,18393.95,17352.91,17804.01,49064800278.00,330218014062.00
19-Nov-20,17803.86,18119.55,17382.55,17817.09,36985055355.00,330475167134.00
20-Nov-20,17817.08,18773.23,17765.80,18621.31,36992873940.00,345411881099.00
21-Nov-20,18621.32,18936.62,18444.36,18642.23,39650210707.00,345819234185.00
22-Nov-20,18642.23,18688.97,17671.38,18370.00,41280434226.00,340790183317.00
23-Nov-20,18370.02,18711.43,18000.80,18364.12,42741112308.00,340698070308.00
24-Nov-20,18365.01,19348.27,18128.66,19107.46,51469565009.00,354504361032.00
25-Nov-20,19104.41,19390.97,18581.15,18732.12,43710357371.00,347558803507.00
26-Nov-20,18729.84,18866.29,16351.03,17150.62,61396835737.00,318231964319.00
27-Nov-20,17153.91,17445.02,16526.42,17108.40,38886494645.00,317464460530.00
28-Nov-20,17112.93,17853.94,16910.65,17717.42,32601040734.00,328782832212.00
29-Nov-20,17719.63,18283.63,17559.12,18177.48,31133957704.00,337336592123.00
30-Nov-20,18178.32,19749.26,18178.32,19625.84,47728480399.00,364229729426.00
01-Dec-20,19633.77,19845.98,18321.92,18803.00,49633658712.00,348976597318.00
02-Dec-20,18801.74,19308.33,18347.72,19201.09,37387697139.00,356381007571.00
03-Dec-20,19205.93,19566.19,18925.78,19445.40,31930317405.00,360933936017.00
04-Dec-20,19446.97,19511.40,18697.19,18699.77,33872388058.00,347111351136.00
05-Dec-20,18698.39,19160.45,18590.19,19154.23,27242455064.00,355563938256.00
06-Dec-20,19154.18,19390.50,18897.89,19345.12,25293775714.00,359123541247.00
07-Dec-20,19343.13,19411.83,18931.14,19191.63,26896357742.00,356293229783.00
08-Dec-20,19191.53,19283.48,18269.95,18321.14,31692288756.00,340148764252.00
09-Dec-20,18320.88,18626.29,17935.55,18553.92,34420373071.00,344486483494.00
10-Dec-20,18553.30,18553.30,17957.07,18264.99,25547132265.00,339136939586.00
11-Dec-20,18263.93,18268.45,17619.53,18058.90,27919640985.00,335326168919.00
12-Dec-20,18051.32,18919.55,18046.04,18803.66,21752580802.00,349170613899.00
13-Dec-20,18806.77,19381.54,18734.33,19142.38,25450468637.00,355479173806.00
14-Dec-20,19144.49,19305.10,19012.71,19246.64,22473997681.00,357432550020.00
15-Dec-20,19246.92,19525.01,19079.84,19417.08,26741982542.00,360614771027.00
16-Dec-20,19418.82,21458.91,19298.32,21310.60,44409011479.00,395799863746.00
17-Dec-20,21308.35,23642.66,21234.68,22805.16,71378606374.00,423576934966.00
18-Dec-20,22806.80,23238.60,22399.81,23137.96,40387896275.00,429781092528.00
19-Dec-20,23132.87,24085.86,22826.47,23869.83,38487546580.00,443399267277.00
20-Dec-20,23861.77,24209.66,23147.71,23477.30,37844228422.00,436129331482.00
21-Dec-20,23474.46,24059.98,22159.37,22803.08,45852713981.00,423625088584.00
22-Dec-20,22794.04,23789.90,22430.60,23783.03,44171632681.00,441850902134.00
23-Dec-20,23781.97,24024.49,22802.65,23241.34,51146161904.00,431808778580.00
24-Dec-20,23240.20,23768.34,22777.60,23735.95,41080759713.00,441017197764.00
25-Dec-20,23733.57,24710.10,23463.67,24664.79,42068395846.00,458297232692.00
26-Dec-20,24677.02,26718.07,24522.69,26437.04,48332647295.00,491250863157.00
27-Dec-20,26439.37,28288.84,25922.77,26272.29,66479895605.00,488213268382.00
28-Dec-20,26280.82,27389.11,26207.64,27084.81,49056742893.00,503339329917.00
29-Dec-20,27081.81,27370.72,25987.30,27362.44,45265946774.00,508523687097.00
30-Dec-20,27360.09,28937.74,27360.09,28840.95,51287442704.00,536033807161.00
31-Dec-20,28841.57,29244.88,28201.99,29001.72,46754964848.00,539051138108.00
